Ch92 11  11  11  11 11 11 11  11  11  11 11 11 11 11  11  11  11 11 11 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 2 3
Ch96 11  11  11  11 11 11 11  11  11  11 11 11 11 11  11  11  11 11 11 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 2 3
Ch100 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch104 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch108 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch112 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch116 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch120 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch124 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch128 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch132 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch136 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch140 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch144 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch149 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch153 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch157 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch161 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch165 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch169 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch173 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch177 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
Ch181 14  14  14  14 14 14 14  14  14  14 14 14 14 14  14  14  14 14 14 12 12  12  12  12 12 12 12 12  12  12  12 12 12 1 2 3
